ExplorationRatio,AvgTime,AvgPerformance
0.1,1.9400945,0.793870755574365
0.2,1.85884393333333,2.9998506674104
0.3,1.82910393333333,0.911774172328781
0.4,1.8164655,0.115714630238472
0.5,1.78903193333333,0.833503037085393
0.6,1.86254036666667,3.13105204654221
0.7,2.1457962,4.48229997422944
0.8,2.17761776666667,3.07256234322995
0.9,2.14515953333333,4.06769303942262
