ExplorationRatio,AvgTime,AvgPerformance,StdPerformance
0.1,0.65033185,1.94045546310317,1.51228399125042
0.2,0.64477964,3.65648459127597,3.21389115799773
0.3,0.71779348,1.84606437460743,1.55781573791886
0.4,0.84026583,1.19442360417897,1.89908310132945
0.5,1.02190815,4.52682412278255,3.16817982282643
0.6,0.69637294,1.01270067048954,1.07745904197308
0.7,0.70925793,3.22989923776668,3.36058178145731
0.8,0.66985037,1.8527029045692,1.84880156019587
0.9,0.7138869,2.88675216079255,1.93698477358994
