ExplorationRatio,AvgTime,AvgPerformance
0.1,2.5346046,5.87471856410608
0.2,2.1917483,15.0176768786999
0.3,2.28814736666667,5.70233627416034
0.4,2.8029817,21.7947088068676
0.5,2.57936173333333,11.5449752588501
0.6,2.7316598,19.2879220422493
0.7,2.6991165,20.8008886773199
0.8,2.5512182,11.0313259267553
0.9,2.87661246666667,18.9194323476755
